,prot1,prot2,index
1019,sp|P30466|1B18_HUMAN,sp|P30483|1B45_HUMAN,0.29411764705882354
1020,sp|P30485|1B47_HUMAN,sp|P30484|1B46_HUMAN,0.26436781609195403
1021,sp|P30485|1B47_HUMAN,sp|P30481|1B44_HUMAN,0.4666666666666667
1022,sp|P30485|1B47_HUMAN,sp|Q29940|1B59_HUMAN,0.3170731707317073
1023,sp|P30485|1B47_HUMAN,sp|P30461|1B13_HUMAN,0.4861111111111111
1024,sp|P30485|1B47_HUMAN,sp|P18463|1B37_HUMAN,0.35802469135802467
1025,sp|P30485|1B47_HUMAN,sp|P30488|1B50_HUMAN,0.3924050632911392
1026,sp|P30485|1B47_HUMAN,sp|Q95365|1B38_HUMAN,0.27906976744186046
1027,sp|P30485|1B47_HUMAN,sp|P30492|1B54_HUMAN,0.2857142857142857
1028,sp|P30485|1B47_HUMAN,sp|P30466|1B18_HUMAN,0.26436781609195403
1029,sp|P30485|1B47_HUMAN,sp|P03989|1B27_HUMAN,0.5
1030,sp|P30485|1B47_HUMAN,sp|P30495|1B56_HUMAN,0.30120481927710846
1031,sp|P30485|1B47_HUMAN,sp|P30464|1B15_HUMAN,0.3253012048192771
1032,sp|P30485|1B47_HUMAN,sp|Q29718|1B82_HUMAN,0.26436781609195403
1033,sp|P30485|1B47_HUMAN,sp|P30479|1B41_HUMAN,0.3493975903614458
1034,sp|P30485|1B47_HUMAN,sp|P30491|1B53_HUMAN,0.26436781609195403
1035,sp|P30485|1B47_HUMAN,sp|P18465|1B57_HUMAN,0.32098765432098764
1036,sp|P30485|1B47_HUMAN,sp|Q04826|1B40_HUMAN,0.5277777777777778
1037,sp|P30485|1B47_HUMAN,sp|P30487|1B49_HUMAN,0.3924050632911392
1038,sp|P30485|1B47_HUMAN,sp|P30685|1B35_HUMAN,0.26436781609195403
1039,sp|P30485|1B47_HUMAN,sp|P30493|1B55_HUMAN,0.27058823529411763
1040,sp|P30485|1B47_HUMAN,sp|P30483|1B45_HUMAN,0.3924050632911392
1041,sp|P63010|AP2B1_HUMAN,sp|Q10567|AP1B1_HUMAN,0.2513089005235602
1042,sp|P20853|CP2A7_HUMAN,sp|P11509|CP2A6_HUMAN,0.33070866141732286
1043,sp|P86791|CCZ1_HUMAN,sp|P86790|CCZ1B_HUMAN,1.0
1044,sp|Q5DJT8|CT452_HUMAN,sp|P0DMU7|CT456_HUMAN,0.5952380952380952
1045,sp|Q5DJT8|CT452_HUMAN,sp|Q5HYN5|CT451_HUMAN,0.6428571428571429
1046,sp|Q5DJT8|CT452_HUMAN,sp|Q8NHU0|CT453_HUMAN,0.6829268292682927
1047,sp|Q5DJT8|CT452_HUMAN,sp|P0DMV2|CT459_HUMAN,1.0
1048,sp|Q5DJT8|CT452_HUMAN,sp|P0DMU9|CT45A_HUMAN,0.5853658536585366
1049,sp|Q5DJT8|CT452_HUMAN,sp|P0DMV1|CT458_HUMAN,1.0
1050,sp|Q5DJT8|CT452_HUMAN,sp|P0DMV0|CT457_HUMAN,0.5952380952380952
1051,sp|Q5DJT8|CT452_HUMAN,sp|P0DMU8|CT455_HUMAN,0.5952380952380952
1052,sp|P07327|ADH1A_HUMAN,sp|P00325|ADH1B_HUMAN,0.2948717948717949
1053,sp|P07327|ADH1A_HUMAN,sp|P00326|ADH1G_HUMAN,0.2875
1054,sp|Q5JRK9|GGEE3_HUMAN,sp|Q7Z2X7|PAGE2_HUMAN,0.5294117647058824
1055,sp|P0DP71|F236C_HUMAN,sp|A0A1B0GUQ0|F236A_HUMAN,0.3333333333333333
1056,sp|P0DP71|F236C_HUMAN,sp|A0A1B0GV22|F236B_HUMAN,0.3333333333333333
1057,sp|P0DP71|F236C_HUMAN,sp|A0A1B0GTK5|F236D_HUMAN,1.0
1058,sp|P30456|1A43_HUMAN,sp|P30512|1A29_HUMAN,0.38461538461538464
1059,sp|P30456|1A43_HUMAN,sp|P30450|1A26_HUMAN,0.8813559322033898
1060,sp|P30456|1A43_HUMAN,sp|P30459|1A74_HUMAN,0.379746835443038
1061,sp|P30456|1A43_HUMAN,sp|P10314|1A32_HUMAN,0.38961038961038963
1062,sp|P30456|1A43_HUMAN,sp|P16190|1A33_HUMAN,0.2857142857142857
1063,sp|P30456|1A43_HUMAN,sp|P18462|1A25_HUMAN,0.734375
1064,sp|P30456|1A43_HUMAN,sp|P30457|1A66_HUMAN,0.734375
1065,sp|P30456|1A43_HUMAN,sp|P30453|1A34_HUMAN,0.5428571428571428
1066,sp|P30456|1A43_HUMAN,sp|P16189|1A31_HUMAN,0.3375
1067,sp|P68032|ACTC_HUMAN,sp|P63261|ACTG_HUMAN,0.30952380952380953
1068,sp|P68032|ACTC_HUMAN,sp|P62736|ACTA_HUMAN,0.8333333333333334
1069,sp|P68032|ACTC_HUMAN,sp|P63267|ACTH_HUMAN,0.7142857142857143
1070,sp|P68032|ACTC_HUMAN,sp|P68133|ACTS_HUMAN,0.746031746031746
1071,sp|P68032|ACTC_HUMAN,sp|P60709|ACTB_HUMAN,0.30952380952380953
1072,sp|A6NJQ4|F90A8_HUMAN,sp|P0C7V4|F90AJ_HUMAN,0.4845360824742268
1073,sp|A6NJQ4|F90A8_HUMAN,sp|P0C7W8|F90AD_HUMAN,0.5319148936170213
1074,sp|A6NJQ4|F90A8_HUMAN,sp|A6NKC0|F90A7_HUMAN,0.36538461538461536
1075,sp|A6NJQ4|F90A8_HUMAN,sp|A8MXZ1|F90AN_HUMAN,0.4639175257731959
1076,sp|A6NJQ4|F90A8_HUMAN,sp|A6NIJ5|F90AK_HUMAN,0.2782608695652174
1077,sp|A6NJQ4|F90A8_HUMAN,sp|A6NEW6|F90AG_HUMAN,0.7530864197530864
1078,sp|A6NJQ4|F90A8_HUMAN,sp|P0C7W9|F90AE_HUMAN,0.44
1079,sp|A6NJQ4|F90A8_HUMAN,sp|A6NDY2|F90AA_HUMAN,0.5164835164835165
1080,sp|A6NJQ4|F90A8_HUMAN,sp|A6NNJ1|F90A9_HUMAN,0.5777777777777777
1081,sp|A6NJQ4|F90A8_HUMAN,sp|A8MX19|F90AC_HUMAN,0.39215686274509803
1082,sp|A6NJQ4|F90A8_HUMAN,sp|P0C7X0|F90AO_HUMAN,0.45454545454545453
1083,sp|A6NJQ4|F90A8_HUMAN,sp|A6NE21|F90AI_HUMAN,0.5053763440860215
1084,sp|A6NJQ4|F90A8_HUMAN,sp|A8MWA6|F90AM_HUMAN,0.3300970873786408
1085,sp|A6NJQ4|F90A8_HUMAN,sp|A8MXJ8|F90A5_HUMAN,0.49473684210526314
1086,sp|A6QL64|AN36A_HUMAN,sp|Q8N2N9|AN36B_HUMAN,0.41834451901565994
1087,sp|A6QL64|AN36A_HUMAN,sp|Q5JPF3|AN36C_HUMAN,0.3314176245210728
1088,sp|P0DML3|CSH2_HUMAN,sp|P0DML2|CSH1_HUMAN,0.8918918918918919
1089,sp|P0DP25|CALM3_HUMAN,sp|P0DP24|CALM2_HUMAN,1.0
1090,sp|P0DP25|CALM3_HUMAN,sp|P0DP23|CALM1_HUMAN,1.0
1091,sp|Q5VUR7|A20A3_HUMAN,sp|Q5CZ79|AN20B_HUMAN,0.4805194805194805
1092,sp|Q5VUR7|A20A3_HUMAN,sp|Q5SQ80|A20A2_HUMAN,0.9649122807017544
1093,sp|Q5VUR7|A20A3_HUMAN,sp|Q4UJ75|A20A4_HUMAN,0.7305699481865285
1094,sp|Q5VUR7|A20A3_HUMAN,sp|Q5TYW2|A20A1_HUMAN,0.850828729281768
1095,sp|A8MXZ1|F90AN_HUMAN,sp|P0C7V4|F90AJ_HUMAN,0.6781609195402298
1096,sp|A8MXZ1|F90AN_HUMAN,sp|P0C7W8|F90AD_HUMAN,0.6781609195402298
1097,sp|A8MXZ1|F90AN_HUMAN,sp|A6NKC0|F90A7_HUMAN,0.46938775510204084
1098,sp|A8MXZ1|F90AN_HUMAN,sp|A6NJQ4|F90A8_HUMAN,0.4639175257731959
1099,sp|A8MXZ1|F90AN_HUMAN,sp|A6NIJ5|F90AK_HUMAN,0.34234234234234234
1100,sp|A8MXZ1|F90AN_HUMAN,sp|A6NEW6|F90AG_HUMAN,0.5157894736842106
1101,sp|A8MXZ1|F90AN_HUMAN,sp|P0C7W9|F90AE_HUMAN,0.6222222222222222
1102,sp|A8MXZ1|F90AN_HUMAN,sp|A6NDY2|F90AA_HUMAN,0.44329896907216493
1103,sp|A8MXZ1|F90AN_HUMAN,sp|A6NNJ1|F90A9_HUMAN,0.46938775510204084
1104,sp|A8MXZ1|F90AN_HUMAN,sp|A8MX19|F90AC_HUMAN,0.5483870967741935
1105,sp|A8MXZ1|F90AN_HUMAN,sp|P0C7X0|F90AO_HUMAN,0.6781609195402298
1106,sp|A8MXZ1|F90AN_HUMAN,sp|A6NE21|F90AI_HUMAN,0.42
1107,sp|A8MXZ1|F90AN_HUMAN,sp|A8MWA6|F90AM_HUMAN,0.5617977528089888
1108,sp|A8MXZ1|F90AN_HUMAN,sp|A8MXJ8|F90A5_HUMAN,0.6
1109,sp|Q8N0Y7|PGAM4_HUMAN,sp|P18669|PGAM1_HUMAN,0.3114754098360656
1110,sp|P13533|MYH6_HUMAN,sp|P12883|MYH7_HUMAN,0.41941747572815535
1111,sp|P11908|PRPS2_HUMAN,sp|P60891|PRPS1_HUMAN,0.2857142857142857
1112,sp|Q8N2R0|OSR2_HUMAN,sp|Q8TAX0|OSR1_HUMAN,0.2647058823529412
1113,sp|Q8WUD1|RAB2B_HUMAN,sp|P61019|RAB2A_HUMAN,0.3157894736842105
1114,sp|Q9Y5H6|PCDA8_HUMAN,sp|Q9UN73|PCDA6_HUMAN,0.3235294117647059
1115,sp|P10720|PF4V_HUMAN,sp|P02776|PLF4_HUMAN,0.2857142857142857
1116,sp|O15389|SIGL5_HUMAN,sp|Q08ET2|SIG14_HUMAN,0.2976190476190476
1117,sp|Q9GZQ8|MLP3B_HUMAN,sp|A6NCE7|MP3B2_HUMAN,0.8095238095238095
1118,sp|P0C7N5|OR8U9_HUMAN,sp|Q8NH10|OR8U1_HUMAN,0.6
1119,sp|P46783|RS10_HUMAN,sp|Q9NQ39|RS10L_HUMAN,0.3090909090909091
1120,sp|Q15415|RBY1F_HUMAN,sp|A6NDE4|RBY1B_HUMAN,0.8632478632478633
1121,sp|Q15415|RBY1F_HUMAN,sp|A6NEQ0|RBY1E_HUMAN,0.7723577235772358
1122,sp|Q15415|RBY1F_HUMAN,sp|P0C7P1|RBY1D_HUMAN,0.8166666666666667
1123,sp|Q15415|RBY1F_HUMAN,sp|P0DJD3|RBY1A_HUMAN,0.847457627118644
1124,sp|Q15415|RBY1F_HUMAN,sp|P0DJD4|RBY1C_HUMAN,0.7933884297520661
1125,sp|Q9NWB1|RFOX1_HUMAN,sp|O43251|RFOX2_HUMAN,0.4166666666666667
1126,sp|Q9NWB1|RFOX1_HUMAN,sp|A6NFN3|RFOX3_HUMAN,0.2692307692307692
1127,sp|P09651|ROA1_HUMAN,sp|Q32P51|RA1L2_HUMAN,0.4142857142857143
1128,sp|Q8NGN3|O10G4_HUMAN,sp|Q8NGN4|O10G9_HUMAN,0.30434782608695654
1129,sp|A0A024RBG1|NUD4B_HUMAN,sp|Q9NZJ9|NUDT4_HUMAN,0.7931034482758621
1130,sp|Q8WXH6|RB40A_HUMAN,sp|P0C0E4|RB40L_HUMAN,0.5882352941176471
1131,sp|Q69383|REC6_HUMAN,sp|P61571|REC21_HUMAN,0.5652173913043478
1132,sp|Q69383|REC6_HUMAN,sp|P61575|RECK8_HUMAN,0.8
1133,sp|Q69383|REC6_HUMAN,sp|P61572|REC19_HUMAN,1.0
1134,sp|Q69383|REC6_HUMAN,sp|P61574|RE113_HUMAN,0.8421052631578947
1135,sp|Q69383|REC6_HUMAN,sp|P61573|REC9_HUMAN,1.0
1136,sp|Q69383|REC6_HUMAN,sp|P61579|ERK25_HUMAN,1.0
1137,sp|Q9Y3L5|RAP2C_HUMAN,sp|P10114|RAP2A_HUMAN,0.2608695652173913
1138,sp|Q969Q0|RL36L_HUMAN,sp|P83881|RL36A_HUMAN,0.75
1139,sp|Q9BQE3|TBA1C_HUMAN,sp|P0DPH8|TBA3D_HUMAN,0.3902439024390244
1140,sp|Q9BQE3|TBA1C_HUMAN,sp|Q71U36|TBA1A_HUMAN,0.6764705882352942
1141,sp|Q9BQE3|TBA1C_HUMAN,sp|P68366|TBA4A_HUMAN,0.3411764705882353
1142,sp|Q9BQE3|TBA1C_HUMAN,sp|Q6PEY2|TBA3E_HUMAN,0.25555555555555554
1143,sp|Q9BQE3|TBA1C_HUMAN,sp|P0DPH7|TBA3C_HUMAN,0.3902439024390244
1144,sp|Q9BQE3|TBA1C_HUMAN,sp|P68363|TBA1B_HUMAN,0.6764705882352942
1145,sp|Q8IZP2|ST134_HUMAN,sp|P50502|F10A1_HUMAN,0.3888888888888889
1146,sp|A6NIZ1|RP1BL_HUMAN,sp|P62834|RAP1A_HUMAN,0.2916666666666667
1147,sp|A6NIZ1|RP1BL_HUMAN,sp|P61224|RAP1B_HUMAN,0.6410256410256411
1148,sp|Q5TFQ8|SIRBL_HUMAN,sp|P78324|SHPS1_HUMAN,0.3829787234042553
1149,sp|Q6IPX1|TBC3C_HUMAN,sp|P0C7X1|TBC3H_HUMAN,0.8350515463917526
1150,sp|Q6IPX1|TBC3C_HUMAN,sp|A0A087WXS9|TBC3I_HUMAN,0.8936170212765957
1151,sp|Q6IPX1|TBC3C_HUMAN,sp|B9A6J9|TBC3L_HUMAN,0.8936170212765957
1152,sp|Q6IPX1|TBC3C_HUMAN,sp|A6NER0|TBC3F_HUMAN,0.8736842105263158
1153,sp|Q6IPX1|TBC3C_HUMAN,sp|A0A087WVF3|TBC3D_HUMAN,0.9347826086956522
1154,sp|Q6IPX1|TBC3C_HUMAN,sp|Q6DHY5|TBC3G_HUMAN,0.78
1155,sp|Q6IPX1|TBC3C_HUMAN,sp|Q8IZP1|TBC3A_HUMAN,1.0
1156,sp|Q6IPX1|TBC3C_HUMAN,sp|A6NDS4|TBC3B_HUMAN,0.7352941176470589
1157,sp|Q6IPX1|TBC3C_HUMAN,sp|A0A087X1G2|TBC3K_HUMAN,0.9139784946236559
1158,sp|Q6IPX1|TBC3C_HUMAN,sp|A0A087X179|TBC3E_HUMAN,0.9247311827956989
1159,sp|Q5VZM2|RRAGB_HUMAN,sp|Q7L523|RRAGA_HUMAN,0.4868421052631579
1160,sp|Q96L21|RL10L_HUMAN,sp|P27635|RL10_HUMAN,0.43478260869565216
1161,sp|Q8IZX4|TAF1L_HUMAN,sp|P21675|TAF1_HUMAN,0.36553524804177545
1162,sp|B9A6J9|TBC3L_HUMAN,sp|P0C7X1|TBC3H_HUMAN,0.797979797979798
1163,sp|B9A6J9|TBC3L_HUMAN,sp|A0A087WXS9|TBC3I_HUMAN,0.8541666666666666
1164,sp|B9A6J9|TBC3L_HUMAN,sp|Q6IPX1|TBC3C_HUMAN,0.8936170212765957
1165,sp|B9A6J9|TBC3L_HUMAN,sp|A6NER0|TBC3F_HUMAN,0.8350515463917526
1166,sp|B9A6J9|TBC3L_HUMAN,sp|A0A087WVF3|TBC3D_HUMAN,0.8936170212765957
1167,sp|B9A6J9|TBC3L_HUMAN,sp|Q6DHY5|TBC3G_HUMAN,0.7450980392156863
1168,sp|B9A6J9|TBC3L_HUMAN,sp|Q8IZP1|TBC3A_HUMAN,0.8936170212765957
1169,sp|B9A6J9|TBC3L_HUMAN,sp|A6NDS4|TBC3B_HUMAN,0.7019230769230769
1170,sp|B9A6J9|TBC3L_HUMAN,sp|A0A087X1G2|TBC3K_HUMAN,0.8163265306122449
1171,sp|B9A6J9|TBC3L_HUMAN,sp|A0A087X179|TBC3E_HUMAN,0.826530612244898
1172,sp|P0DMW4|SIL2A_HUMAN,sp|P0DMW5|SIL2B_HUMAN,1.0
1173,sp|P62308|RUXG_HUMAN,sp|A8MWD9|RUXGL_HUMAN,0.4375
1174,sp|Q13888|TF2H2_HUMAN,sp|Q6P1K8|T2H2L_HUMAN,0.819672131147541
1175,sp|Q8N2E6|TOR2X_HUMAN,sp|Q5JU69|TOR2A_HUMAN,0.43137254901960786
1176,sp|Q01081|U2AF1_HUMAN,sp|P0DN76|U2AF5_HUMAN,1.0
1177,sp|Q9NRH3|TBG2_HUMAN,sp|P23258|TBG1_HUMAN,0.5972222222222222
1178,sp|O95361|TRI16_HUMAN,sp|Q309B1|TR16L_HUMAN,0.33636363636363636
1179,sp|A6NJR5|SPDL3_HUMAN,sp|Q495Y8|SPDE2_HUMAN,0.2840909090909091
1180,sp|A6NJR5|SPDL3_HUMAN,sp|Q8NFV5|SPDE1_HUMAN,0.25882352941176473
1181,sp|A6NJR5|SPDL3_HUMAN,sp|A6NNV3|SPD16_HUMAN,0.711864406779661
1182,sp|A0A1B0GUS4|UB2L5_HUMAN,sp|P68036|UB2L3_HUMAN,0.4166666666666667
1183,sp|P27635|RL10_HUMAN,sp|Q96L21|RL10L_HUMAN,0.43478260869565216
1184,sp|P63162|RSMN_HUMAN,sp|P14678|RSMB_HUMAN,0.37037037037037035
1185,sp|Q15696|U2AFM_HUMAN,sp|Q15695|U2AFL_HUMAN,0.40476190476190477
1186,sp|Q96E39|RMXL1_HUMAN,sp|P38159|RBMX_HUMAN,0.43478260869565216
1187,sp|Q969E4|TCAL3_HUMAN,sp|Q5H9L2|TCAL5_HUMAN,0.42857142857142855
1188,sp|Q969E4|TCAL3_HUMAN,sp|Q6IPX3|TCAL6_HUMAN,0.5192307692307693
1189,sp|P0CG34|TB15A_HUMAN,sp|P0CG35|TB15B_HUMAN,1.0
1190,sp|Q15475|SIX1_HUMAN,sp|Q9NPC8|SIX2_HUMAN,0.3157894736842105
1191,sp|P02814|SMR3B_HUMAN,sp|Q99954|SMR3A_HUMAN,0.2727272727272727
1192,sp|Q8IWL2|SFTA1_HUMAN,sp|Q8IWL1|SFPA2_HUMAN,0.6136363636363636
1193,sp|Q8N7R0|NANG2_HUMAN,sp|Q6NSW7|NANP8_HUMAN,0.4
1194,sp|Q8N7R0|NANG2_HUMAN,sp|Q9H9S0|NANOG_HUMAN,0.4
1195,sp|P80297|MT1X_HUMAN,sp|P02795|MT2_HUMAN,0.42857142857142855
1196,sp|P80297|MT1X_HUMAN,sp|P13640|MT1G_HUMAN,0.42857142857142855
1197,sp|Q6IF00|OR2T2_HUMAN,sp|Q8NGX2|O2T35_HUMAN,0.8285714285714286
1198,sp|Q15155|NOMO1_HUMAN,sp|Q5JPE7|NOMO2_HUMAN,0.8430232558139535
1199,sp|Q15155|NOMO1_HUMAN,sp|P69849|NOMO3_HUMAN,0.8411764705882353
1200,sp|P61581|NP24_HUMAN,sp|P61583|NP5_HUMAN,0.65
1201,sp|P61581|NP24_HUMAN,sp|P61580|NP10_HUMAN,0.6842105263157895
1202,sp|P61581|NP24_HUMAN,sp|P61582|NP7_HUMAN,0.6842105263157895
1203,sp|P02776|PLF4_HUMAN,sp|P10720|PF4V_HUMAN,0.2857142857142857
1204,sp|P02795|MT2_HUMAN,sp|P80297|MT1X_HUMAN,0.42857142857142855
1205,sp|P02795|MT2_HUMAN,sp|P13640|MT1G_HUMAN,0.42857142857142855
1206,sp|Q8N328|PGBD3_HUMAN,sp|P0DP91|ERPG3_HUMAN,0.6222222222222222
1207,sp|Q5QNW6|H2B2F_HUMAN,sp|Q99879|H2B1M_HUMAN,0.6875
1208,sp|Q5QNW6|H2B2F_HUMAN,sp|Q99877|H2B1N_HUMAN,0.8
1209,sp|Q5QNW6|H2B2F_HUMAN,sp|P06899|H2B1J_HUMAN,0.5882352941176471
1210,sp|Q5QNW6|H2B2F_HUMAN,sp|P57053|H2BFS_HUMAN,0.5882352941176471
1211,sp|Q5QNW6|H2B2F_HUMAN,sp|Q16778|H2B2E_HUMAN,0.6363636363636364
1212,sp|Q5QNW6|H2B2F_HUMAN,sp|Q93079|H2B1H_HUMAN,0.9285714285714286
1213,sp|Q5QNW6|H2B2F_HUMAN,sp|P23527|H2B1O_HUMAN,0.7419354838709677
1214,sp|Q5QNW6|H2B2F_HUMAN,sp|O60814|H2B1K_HUMAN,0.7419354838709677
1215,sp|Q5QNW6|H2B2F_HUMAN,sp|P58876|H2B1D_HUMAN,0.8
1216,sp|Q5QNW6|H2B2F_HUMAN,sp|Q8N257|H2B3B_HUMAN,0.38461538461538464
1217,sp|Q5QNW6|H2B2F_HUMAN,sp|P62807|H2B1C_HUMAN,0.8
1218,sp|Q5QNW6|H2B2F_HUMAN,sp|Q99880|H2B1L_HUMAN,0.6363636363636364
1219,sp|Q5QNW6|H2B2F_HUMAN,sp|P33778|H2B1B_HUMAN,0.6363636363636364
1220,sp|P01782|HV309_HUMAN,sp|P0DP04|HV43D_HUMAN,0.2692307692307692
1221,sp|O00292|LFTY2_HUMAN,sp|O75610|LFTY1_HUMAN,0.4074074074074074
1222,sp|P22694|KAPCB_HUMAN,sp|P17612|KAPCA_HUMAN,0.3617021276595745
1223,sp|A0A0C4DH25|KVD20_HUMAN,sp|P01619|KV320_HUMAN,0.29411764705882354
1224,sp|Q92928|RAB1C_HUMAN,sp|Q9H0U4|RAB1B_HUMAN,0.32142857142857145
1225,sp|E9PQR5|NPIB8_HUMAN,sp|A6NHN6|NPB15_HUMAN,0.42592592592592593
1226,sp|E9PQR5|NPIB8_HUMAN,sp|O75200|NPIB7_HUMAN,0.6744186046511628
1227,sp|E9PQR5|NPIB8_HUMAN,sp|F8W1W9|NPIB9_HUMAN,0.6923076923076923
1228,sp|E9PQR5|NPIB8_HUMAN,sp|E9PJ23|NPIB6_HUMAN,0.6630434782608695
1229,sp|P20265|PO3F2_HUMAN,sp|Q03052|PO3F1_HUMAN,0.2765957446808511
1230,sp|P20265|PO3F2_HUMAN,sp|P20264|PO3F3_HUMAN,0.41025641025641024
1231,sp|Q8NGJ7|O51A2_HUMAN,sp|Q8NGJ6|O51A4_HUMAN,0.4166666666666667
1232,sp|A6NEQ0|RBY1E_HUMAN,sp|A6NDE4|RBY1B_HUMAN,0.8956521739130435
1233,sp|A6NEQ0|RBY1E_HUMAN,sp|Q15415|RBY1F_HUMAN,0.7723577235772358
1234,sp|A6NEQ0|RBY1E_HUMAN,sp|P0C7P1|RBY1D_HUMAN,0.9464285714285714
1235,sp|A6NEQ0|RBY1E_HUMAN,sp|P0DJD3|RBY1A_HUMAN,0.8956521739130435
1236,sp|A6NEQ0|RBY1E_HUMAN,sp|P0DJD4|RBY1C_HUMAN,0.8389830508474576
1237,sp|Q02575|HEN1_HUMAN,sp|Q02577|HEN2_HUMAN,0.35714285714285715
1238,sp|Q6P582|MZT2A_HUMAN,sp|Q6NZ67|MZT2B_HUMAN,0.43243243243243246
1239,sp|O95013|O4F21_HUMAN,sp|Q6IEY1|OR4F3_HUMAN,0.7142857142857143
1240,sp|P08134|RHOC_HUMAN,sp|P61586|RHOA_HUMAN,0.2857142857142857
1241,sp|P62491|RB11A_HUMAN,sp|Q15907|RB11B_HUMAN,0.6274509803921569
1242,sp|Q02325|PLGB_HUMAN,sp|Q15195|PLGA_HUMAN,0.4482758620689655
1243,sp|P10114|RAP2A_HUMAN,sp|Q9Y3L5|RAP2C_HUMAN,0.2608695652173913
1244,sp|P0DJD1|RGPD2_HUMAN,sp|A6NKT7|RGPD3_HUMAN,0.38940092165898615
1245,sp|P0DJD1|RGPD2_HUMAN,sp|P0DJD0|RGPD1_HUMAN,0.9602649006622517
1246,sp|P0DJD1|RGPD2_HUMAN,sp|Q99666|RGPD5_HUMAN,0.3231441048034934
1247,sp|P0DJD1|RGPD2_HUMAN,sp|O14715|RGPD8_HUMAN,0.33114035087719296
1248,sp|P0DJD1|RGPD2_HUMAN,sp|Q7Z3J3|RGPD4_HUMAN,0.41273584905660377
1249,sp|P78386|KRT85_HUMAN,sp|O43790|KRT86_HUMAN,0.2905405405405405
1250,sp|P78386|KRT85_HUMAN,sp|P78385|KRT83_HUMAN,0.30935251798561153
1251,sp|P78386|KRT85_HUMAN,sp|Q14533|KRT81_HUMAN,0.28169014084507044
1252,sp|Q3BBV2|NBPF8_HUMAN,sp|Q3BBV0|NBPF1_HUMAN,0.30319148936170215
1253,sp|Q3BBV2|NBPF8_HUMAN,sp|Q6P3W6|NBPFA_HUMAN,0.39751552795031053
1254,sp|Q3BBV2|NBPF8_HUMAN,sp|P0DPF3|NBPF9_HUMAN,0.39080459770114945
1255,sp|Q3BBV2|NBPF8_HUMAN,sp|A0A087WUL8|NBPFJ_HUMAN,0.34782608695652173
1256,sp|Q3BBV2|NBPF8_HUMAN,sp|Q5TAG4|NBPFC_HUMAN,0.4689265536723164
1257,sp|Q3BBV2|NBPF8_HUMAN,sp|B4DH59|NBPFP_HUMAN,0.3509933774834437
1258,sp|Q3BBV2|NBPF8_HUMAN,sp|Q86T75|NBPFB_HUMAN,0.5294117647058824
1259,sp|Q3BBV2|NBPF8_HUMAN,sp|Q8N660|NBPFF_HUMAN,0.2929936305732484
1260,sp|Q3BBV2|NBPF8_HUMAN,sp|Q5TI25|NBPFE_HUMAN,0.3783783783783784
1261,sp|Q3BBV0|NBPF1_HUMAN,sp|Q3BBV2|NBPF8_HUMAN,0.30319148936170215
1262,sp|Q3BBV0|NBPF1_HUMAN,sp|Q6P3W6|NBPFA_HUMAN,0.3068181818181818
1263,sp|Q3BBV0|NBPF1_HUMAN,sp|A0A087WUL8|NBPFJ_HUMAN,0.26857142857142857
1264,sp|Q3BBV0|NBPF1_HUMAN,sp|Q5TAG4|NBPFC_HUMAN,0.3054187192118227
1265,sp|Q3BBV0|NBPF1_HUMAN,sp|Q86T75|NBPFB_HUMAN,0.3277777777777778
1266,sp|Q3BBV0|NBPF1_HUMAN,sp|Q5TI25|NBPFE_HUMAN,0.25149700598802394
1267,sp|P80294|MT1H_HUMAN,sp|P0DM35|M1BL1_HUMAN,0.3125
1268,sp|Q5JPE7|NOMO2_HUMAN,sp|Q15155|NOMO1_HUMAN,0.8430232558139535
1269,sp|Q5JPE7|NOMO2_HUMAN,sp|P69849|NOMO3_HUMAN,0.8922155688622755
1270,sp|A0A075B759|PAL4E_HUMAN,sp|A0A075B767|PAL4H_HUMAN,0.5609756097560976
1271,sp|A0A075B759|PAL4E_HUMAN,sp|Q9Y536|PAL4A_HUMAN,0.5714285714285714
1272,sp|A0A075B759|PAL4E_HUMAN,sp|A0A0B4J2A2|PAL4C_HUMAN,0.6842105263157895
1273,sp|A0A075B759|PAL4E_HUMAN,sp|P0DN26|PAL4F_HUMAN,1.0
1274,sp|A0A075B759|PAL4E_HUMAN,sp|P0DN37|PAL4G_HUMAN,0.4883720930232558
1275,sp|A0A075B759|PAL4E_HUMAN,sp|F5H284|PAL4D_HUMAN,0.8333333333333334
1276,sp|A0A075B767|PAL4H_HUMAN,sp|A0A075B759|PAL4E_HUMAN,0.5609756097560976
1277,sp|A0A075B767|PAL4H_HUMAN,sp|Q9Y536|PAL4A_HUMAN,0.5609756097560976
1278,sp|A0A075B767|PAL4H_HUMAN,sp|A0A0B4J2A2|PAL4C_HUMAN,0.6756756756756757
1279,sp|A0A075B767|PAL4H_HUMAN,sp|P0DN26|PAL4F_HUMAN,0.5609756097560976
1280,sp|A0A075B767|PAL4H_HUMAN,sp|P0DN37|PAL4G_HUMAN,0.5121951219512195
1281,sp|A0A075B767|PAL4H_HUMAN,sp|F5H284|PAL4D_HUMAN,0.45454545454545453
1282,sp|Q99878|H2A1J_HUMAN,sp|P16104|H2AX_HUMAN,0.3076923076923077
1283,sp|Q99878|H2A1J_HUMAN,sp|Q9BTM1|H2AJ_HUMAN,0.7407407407407407
1284,sp|Q99878|H2A1J_HUMAN,sp|Q7L7L0|H2A3_HUMAN,0.6
